v АК,v ЦН,weight75
0.6799999999999999,0.78,40.953625
0.6912562814070351,0.78,40.953625
0.7025125628140703,0.78,40.953625
0.7137688442211054,0.78,40.953625
0.7250251256281406,0.78,40.953625
0.7362814070351759,0.78,40.953625
0.747537688442211,0.78,40.953625
0.7587939698492462,0.78,40.953625
0.7700502512562813,0.78,40.953625
0.7813065326633165,0.78,40.953625
0.7925628140703517,0.78,40.953625
0.8038190954773868,0.78,40.953625
0.8150753768844221,0.78,40.953625
0.8263316582914573,0.78,40.953625
0.8375879396984924,0.78,40.953625
0.8488442211055276,0.78,40.953625
0.8601005025125628,0.78,40.953625
0.8713567839195979,0.78,40.953625
0.8826130653266331,0.78,40.953625
0.8938693467336682,0.78,40.953625
0.9051256281407034,0.78,40.953625
0.9163819095477386,0.78,40.953625
0.9276381909547738,0.78,40.953625
0.938894472361809,0.78,40.953625
0.9501507537688442,0.78,40.953625
0.9614070351758793,0.78,40.953625
0.9726633165829145,0.78,40.953625
0.9839195979899498,0.78,40.953625
0.9951758793969849,0.78,40.953625
1.00643216080402,0.78,40.953625
1.0176884422110553,0.78,40.953625
1.0289447236180904,0.78,40.953625
1.0402010050251256,0.78,40.953625
1.0514572864321607,0.78,40.953625
1.062713567839196,0.78,40.953625
1.073969849246231,0.78,40.953625
1.0852261306532662,0.78,40.953625
1.0964824120603014,0.78,40.953625
1.1077386934673368,0.78,40.953625
1.1189949748743717,0.78,40.953625
1.130251256281407,0.78,40.92779999999999
1.141507537688442,0.78,40.92779999999999
1.1527638190954774,0.78,40.92779999999999
1.1640201005025126,0.78,40.92779999999999
1.1752763819095478,0.78,40.92779999999999
1.186532663316583,0.78,40.92779999999999
1.197788944723618,0.78,40.92779999999999
1.2090452261306532,0.78,40.92779999999999
1.2203015075376884,0.78,41.056174999999996
1.2315577889447236,0.78,41.056174999999996
1.2428140703517587,0.78,41.056174999999996
1.2540703517587939,0.78,41.056174999999996
1.265326633165829,0.78,41.056174999999996
1.2765829145728644,0.78,41.056174999999996
1.2878391959798994,0.78,41.056174999999996
1.2990954773869348,0.78,41.056174999999996
1.3103517587939697,0.78,41.056174999999996
1.321608040201005,0.78,41.056174999999996
1.33286432160804,0.78,41.15944999999999
1.3441206030150754,0.78,41.15944999999999
1.3553768844221106,0.78,41.15944999999999
1.3666331658291457,0.78,41.15944999999999
1.377889447236181,0.78,41.15944999999999
1.389145728643216,0.78,41.15944999999999
1.4004020100502512,0.78,41.15944999999999
1.4116582914572864,0.78,41.18454999999999
1.4229145728643215,0.78,41.18454999999999
1.4341708542713567,0.78,41.167175
1.4454271356783919,0.78,41.14979999999999
1.456683417085427,0.78,41.13997499999999
1.4679396984924624,0.78,41.13997499999999
1.4791959798994974,0.78,41.16507499999999
1.4904522613065327,0.78,41.16507499999999
1.5017085427135677,0.78,41.16507499999999
1.512964824120603,0.78,41.147699999999986
1.524221105527638,0.78,41.147699999999986
1.5354773869346734,0.78,41.147699999999986
1.5467336683417086,0.78,41.147699999999986
1.5579899497487437,0.78,41.147699999999986
1.5692462311557789,0.78,41.17279999999998
1.580502512562814,0.78,41.17279999999998
1.5917587939698492,0.78,41.17279999999998
1.6030150753768844,0.78,41.17279999999998
1.6142713567839195,0.78,41.17279999999998
1.6255276381909547,0.78,41.17279999999998
1.63678391959799,0.78,41.17279999999998
1.648040201005025,0.78,41.215274999999984
1.6592964824120604,0.78,41.215274999999984
1.6705527638190953,0.78,41.222824999999986
1.6818090452261307,0.78,41.21357499999998
1.693065326633166,0.78,41.21357499999998
1.704321608040201,0.78,41.25604999999998
1.7155778894472362,0.78,41.25604999999998
1.7268341708542714,0.78,41.25604999999998
1.7380904522613065,0.78,41.298524999999984
1.7493467336683417,0.78,41.34099999999999
1.7606030150753769,0.78,41.34099999999999
1.771859296482412,0.78,41.34099999999999
1.7831155778894472,0.78,41.383474999999976
1.7943718592964824,0.78,41.383474999999976
1.8056281407035175,0.78,41.33174999999998
1.8168844221105527,0.78,41.29682499999998
1.8281407035175878,0.78,41.245224999999984
1.839396984924623,0.78,41.05537499999999
1.8506532663316582,0.78,41.02045
1.8619095477386935,0.78,41.02045
1.8731658291457287,0.78,40.968724999999985
1.8844221105527639,0.78,40.968724999999985
1.895678391959799,0.78,40.968724999999985
1.9069346733668342,0.78,40.968724999999985
1.9181909547738694,0.78,40.91699999999999
1.9294472361809045,0.78,40.86527499999998
1.9407035175879397,0.78,40.69197499999999
1.9519597989949748,0.78,40.55347499999999
1.96321608040201,0.78,40.501624999999976
1.9744723618090452,0.78,40.44989999999998
1.9857286432160803,0.78,40.44989999999998
1.9969849246231155,0.78,40.29459999999998
2.0082412060301507,0.78,40.29374999999999
2.019497487437186,0.78,40.293324999999996
2.030753768844221,0.78,40.293324999999996
2.0420100502512564,0.78,40.292475
2.0532663316582918,0.78,40.29205
2.0645226130653267,0.78,40.23777500000002
2.0757788944723616,0.78,40.13305000000002
2.087035175879397,0.78,40.08047500000002
2.0982914572864324,0.78,40.09727500000004
2.1095477386934673,0.78,40.04512500000004
2.1208040201005023,0.78,40.04512500000004
2.1320603015075377,0.78,39.90717500000003
2.143316582914573,0.78,39.752000000000024
2.154572864321608,0.78,39.596825000000024
2.165829145728643,0.78,39.596825000000024
2.1770854271356783,0.78,39.49337500000001
2.1883417085427137,0.78,39.28520000000002
2.1995979899497486,0.78,39.23305000000002
2.2108542713567836,0.78,39.30200000000002
2.2221105527638194,0.78,39.577800000000025
2.2333668341708544,0.78,39.71570000000003
2.2446231155778893,0.78,39.92255000000003
2.2558793969849247,0.78,39.92255000000003
2.26713567839196,0.78,39.99150000000003
2.278391959798995,0.78,40.267300000000034
2.28964824120603,0.78,40.47415000000004
2.3009045226130653,0.78,40.68100000000004
2.3121608040201007,0.78,40.68100000000004
2.3234170854271357,0.78,40.93862500000004
2.3346733668341706,0.78,41.11037500000003
2.345929648241206,0.78,41.196250000000035
2.3571859296482414,0.78,41.36800000000003
2.3684422110552763,0.78,41.88325000000002
2.3796984924623112,0.78,41.96912500000002
2.390954773869347,0.78,42.05500000000002
2.402211055276382,0.78,42.17552500000002
2.413467336683417,0.78,42.21017500000003
2.4247236180904523,0.78,42.33070000000003
2.4359798994974877,0.78,42.33070000000003
2.4472361809045227,0.78,42.485875000000036
2.4584924623115576,0.78,42.55517500000004
2.469748743718593,0.78,42.55517500000004
2.4810050251256284,0.78,42.55517500000004
2.4922613065326633,0.78,42.67570000000005
2.5035175879396983,0.78,42.71035000000005
