true ang,predicted ang
-0.001950734926040269,-0.001805297436767573
-0.001598007363167581,-0.0015726650702204074
-0.001852588763695396,-0.0019313381719109897
-0.001690113607994744,-0.0019112653526502249
-0.001936782712890841,-0.0015001214023744273
-0.001748354432241734,-0.0016599602668863583
-0.001745645095771629,-0.001765740792371607
-0.001853178540538741,-0.0015637111864543253
-0.002043515562248527,-0.001910787719650196
-0.002021295450514978,-0.0017787509086040598
-0.001665872060326718,-0.0015901706951200495
-0.001975634982790003,-0.0016103004650094184
-0.001299341566917726,-0.0014973804818140576
-0.001485547579827151,-0.0017972200743106392
-0.001954879450988834,-0.0017132930669703944
-0.001591165749769269,-0.0017174995707142054
-0.001698419065632459,-0.0016964854365456438
-0.00160975224301182,-0.001744526389860005
-0.001662033278981455,-0.0016763251199383618
-0.001557868702809594,-0.0018610247562973424
-0.001370174224700302,-0.0016652837134984275
-0.001778254003225621,-0.0020428777224578932
-0.001437011588604592,-0.0016743934441185641
-0.001477264650729517,-0.0016909411377258022
-0.001399253213345859,-0.0016988563985815756
-0.001608970957984356,-0.0017215094904658944
-0.001406245853006395,-0.0015986725079613015
-0.001407373672210574,-0.001414871775786884
-0.001607690135553687,-0.0015115427802159492
-0.001677895290831344,-0.001998008614505234
-0.001499708531961087,-0.0016009317004950698
-0.002010580926296246,-0.001977468754553764
-0.001679743306214356,-0.0017207241392902233
-0.001947870869660309,-0.0018336489839873022
-0.001622308571572344,-0.001530454795578904
-0.001691361053077317,-0.0015814051092524547
-0.002069267022618838,-0.0019301125472195417
-0.00150623735961189,-0.0015009158785364545
-0.001656359312261072,-0.0015185327640835143
-0.001469284953063149,-0.0014233539941477535
-0.001565127672317758,-0.001598979560042729
-0.001518206052446439,-0.0015614268507712172
-0.001419899787262196,-0.0014626720383030653
-0.001556944692345301,-0.001613027917180851
-0.001695298641956295,-0.0015865819685382792
-0.002031579330608217,-0.0019993938675443254
-0.001822705756303497,-0.0018358451640366573
-0.001976688743660277,-0.0019844102481853805
-0.001949546143785892,-0.0018835269832867322
-0.001810850457668152,-0.0018317942427669067
-0.001873029743281935,-0.0018012339236074721
-0.002047887917303793,-0.0018994040084371708
-0.001810407820870991,-0.001816785418198816
-0.001786214613525904,-0.0017935862450647387
-0.001911097228467179,-0.0018889373570860984
-0.001699732538603369,-0.0017520792836527928
-0.002057154650153591,-0.0020376827942854463
-0.001847798051508715,-0.001830586085671419
