v АК,v ЦН,ang
0.19999999999999996,0.19999999999999996,-0.001626756863521948
0.21055276381909543,0.19999999999999996,-0.001626756863521948
0.2211055276381909,0.19999999999999996,-0.001626756863521948
0.2316582914572864,0.19999999999999996,-0.001626756863521948
0.24221105527638187,0.19999999999999996,-0.001626756863521948
0.25276381909547735,0.19999999999999996,-0.001626756863521948
0.2633165829145728,0.19999999999999996,-0.001626756863521948
0.27386934673366825,0.19999999999999996,-0.001626756863521948
0.2844221105527638,0.19999999999999996,-0.001626756863521948
0.2949748743718592,0.19999999999999996,-0.001626756863521948
0.30552763819095474,0.19999999999999996,-0.001626756863521948
0.31608040201005017,0.19999999999999996,-0.001626756863521948
0.32663316582914564,0.19999999999999996,-0.001626756863521948
0.3371859296482411,0.19999999999999996,-0.001626756863521948
0.3477386934673366,0.19999999999999996,-0.001626756863521948
0.3582914572864321,0.19999999999999996,-0.001626756863521948
0.36884422110552756,0.19999999999999996,-0.001626756863521948
0.37939698492462304,0.19999999999999996,-0.001626756863521948
0.3899497487437185,0.19999999999999996,-0.001626756863521948
0.400502512562814,0.19999999999999996,-0.001626756863521948
0.4110552763819095,0.19999999999999996,-0.001626756863521948
0.42160804020100495,0.19999999999999996,-0.001626756863521948
0.4321608040201004,0.19999999999999996,-0.001626756863521948
0.4427135678391959,0.19999999999999996,-0.001626756863521948
0.45326633165829133,0.19999999999999996,-0.001626756863521948
0.4638190954773868,0.19999999999999996,-0.001626756863521948
0.4743718592964823,0.19999999999999996,-0.001626756863521948
0.48492462311557777,0.19999999999999996,-0.001626756863521948
0.49547738693467325,0.19999999999999996,-0.001626756863521948
0.5060301507537688,0.19999999999999996,-0.001608446811231287
0.5165829145728642,0.19999999999999996,-0.001579544208381375
0.5271356783919596,0.19999999999999996,-0.0015631523773618438
0.5376884422110552,0.19999999999999996,-0.0015294118877660706
0.5482412060301507,0.19999999999999996,-0.0015294118877660706
0.5587939698492461,0.19999999999999996,-0.0015005092849161585
0.5693467336683415,0.19999999999999996,-0.0014918349556280377
0.5798994974874371,0.19999999999999996,-0.0014918349556280377
0.5904522613065326,0.19999999999999996,-0.0014879985130857782
0.601005025125628,0.19999999999999996,-0.0014860802918146485
0.6115577889447235,0.19999999999999996,-0.0014909181785605098
0.622110552763819,0.19999999999999996,-0.001458134516521447
0.6326633165829144,0.19999999999999996,-0.001458134516521447
0.64321608040201,0.19999999999999996,-0.0014465805722477768
0.6537688442211054,0.19999999999999996,-0.0014301887412282454
0.6643216080402008,0.19999999999999996,-0.0014350266279741068
0.6748743718592963,0.19999999999999996,-0.0014350266279741068
0.6854271356783919,0.19999999999999996,-0.001368542526828453
0.6959798994974873,0.19999999999999996,-0.0013425149728063812
0.7065326633165827,0.19999999999999996,-0.001299094143561176
0.7170854271356782,0.19999999999999996,-0.001266310481522113
0.7276381909547737,0.19999999999999996,-0.0012209714310057783
0.7381909547738692,0.19999999999999996,-0.0011775506017605733
0.7487437185929646,0.19999999999999996,-0.0011630769920121715
0.7592964824120602,0.19999999999999996,-0.0011177379414958367
0.7698492462311556,0.19999999999999996,-0.0010868725007279036
0.7804020100502511,0.19999999999999996,-0.0010868725007279036
0.7909547738693465,0.19999999999999996,-0.0010579252812311002
