аск,твин,R
-11.200000000000003,-11.200000000000003,198.11237299149337
-9.961809045226133,-11.200000000000003,198.11237299149337
-8.723618090452264,-11.200000000000003,198.11237299149337
-7.485427135678395,-11.200000000000003,198.11237299149337
-6.247236180904526,-11.200000000000003,198.11237299149337
-5.009045226130657,-11.200000000000003,198.11237299149337
-3.7708542713567876,-11.200000000000003,198.11237299149337
-2.5326633165829193,-11.200000000000003,198.11237299149337
-1.2944723618090492,-11.200000000000003,198.11237299149337
-0.05628140703517914,-11.200000000000003,198.11237299149337
1.1819095477386892,-11.200000000000003,198.11237299149337
2.4201005025125575,-11.200000000000003,198.11237299149337
3.6582914572864276,-11.200000000000003,198.11237299149337
4.896482412060298,-11.200000000000003,198.11237299149337
6.134673366834164,-11.200000000000003,198.11237299149337
7.372864321608034,-11.200000000000003,198.11237299149337
8.611055276381904,-11.200000000000003,198.11237299149337
9.849246231155774,-11.200000000000003,198.11237299149337
11.087437185929645,-11.200000000000003,198.11237299149337
12.325628140703511,-11.200000000000003,198.11237299149337
13.563819095477381,-11.200000000000003,198.11237299149337
14.802010050251251,-11.200000000000003,198.11237299149337
16.040201005025118,-11.200000000000003,198.11237299149337
17.278391959798988,-11.200000000000003,198.11237299149337
18.516582914572858,-11.200000000000003,198.11237299149337
19.754773869346728,-11.200000000000003,198.11237299149337
20.992964824120598,-11.200000000000003,198.11237299149337
22.23115577889447,-11.200000000000003,198.11237299149337
23.46934673366833,-11.200000000000003,198.11237299149337
24.7075376884422,-11.200000000000003,196.6865946951796
25.94572864321607,-11.200000000000003,195.83354279891304
27.18391959798994,-11.200000000000003,195.15351636342155
28.42211055276381,-11.200000000000003,194.9268408849244
29.66030150753768,-11.200000000000003,192.95965043123817
30.89849246231155,-11.200000000000003,191.5338721349244
32.13668341708542,-11.200000000000003,191.30719665642724
33.37487437185929,-11.200000000000003,190.68082023865787
34.613065326633155,-11.200000000000003,190.05444382088848
35.851256281407025,-11.200000000000003,188.7359655600189
37.089447236180895,-11.200000000000003,188.16323915997168
38.327638190954765,-11.200000000000003,187.59051275992442
39.565829145728635,-11.200000000000003,186.89841091682428
40.804020100502505,-11.200000000000003,186.32568451677702
42.042211055276375,-11.200000000000003,185.75295811672976
43.28040201005024,-11.200000000000003,184.1212931238186
44.51859296482411,-11.200000000000003,184.23266260042539
45.75678391959798,-11.200000000000003,182.02433468218345
