аск,твин,B
-11.200000000000003,-11.200000000000003,158.02732233577515
-9.961809045226133,-11.200000000000003,158.02732233577515
-8.723618090452264,-11.200000000000003,158.02732233577515
-7.485427135678395,-11.200000000000003,158.02732233577515
-6.247236180904526,-11.200000000000003,158.02732233577515
-5.009045226130657,-11.200000000000003,158.02732233577515
-3.7708542713567876,-11.200000000000003,158.02732233577515
-2.5326633165829193,-11.200000000000003,158.02732233577515
-1.2944723618090492,-11.200000000000003,158.02732233577515
-0.05628140703517914,-11.200000000000003,158.02732233577515
1.1819095477386892,-11.200000000000003,158.02732233577515
2.4201005025125575,-11.200000000000003,158.02732233577515
3.6582914572864276,-11.200000000000003,158.02732233577515
4.896482412060298,-11.200000000000003,158.02732233577515
6.134673366834164,-11.200000000000003,158.02732233577515
7.372864321608034,-11.200000000000003,158.02732233577515
8.611055276381904,-11.200000000000003,158.02732233577515
9.849246231155774,-11.200000000000003,158.02732233577515
11.087437185929645,-11.200000000000003,158.02732233577515
12.325628140703511,-11.200000000000003,158.02732233577515
13.563819095477381,-11.200000000000003,158.02732233577515
14.802010050251251,-11.200000000000003,158.02732233577515
16.040201005025118,-11.200000000000003,158.02732233577515
17.278391959798988,-11.200000000000003,158.02732233577515
18.516582914572858,-11.200000000000003,158.02732233577515
19.754773869346728,-11.200000000000003,158.02732233577515
20.992964824120598,-11.200000000000003,158.02732233577515
22.23115577889447,-11.200000000000003,158.02732233577515
23.46934673366833,-11.200000000000003,158.02732233577515
24.7075376884422,-11.200000000000003,156.30535503308138
25.94572864321607,-11.200000000000003,153.7400254017014
27.18391959798994,-11.200000000000003,151.1589068407373
28.42211055276381,-11.200000000000003,151.1589068407373
29.66030150753768,-11.200000000000003,146.0799629312382
30.89849246231155,-11.200000000000003,141.79155245746693
32.13668341708542,-11.200000000000003,141.79155245746693
33.37487437185929,-11.200000000000003,139.21506084593574
34.613065326633155,-11.200000000000003,138.78867704395088
35.851256281407025,-11.200000000000003,138.362293241966
37.089447236180895,-11.200000000000003,136.21394213728735
38.327638190954765,-11.200000000000003,134.93303402646504
39.565829145728635,-11.200000000000003,131.93015861294896
40.804020100502505,-11.200000000000003,130.64925050212668
42.042211055276375,-11.200000000000003,130.64925050212668
43.28040201005024,-11.200000000000003,131.4193348298677
44.51859296482411,-11.200000000000003,131.82342051630437
45.75678391959798,-11.200000000000003,130.95597752244802
46.99497487437185,-11.200000000000003,130.51380479087902
48.23316582914572,-11.200000000000003,128.79183748818525
49.47135678391959,-11.200000000000003,128.3399345758507
50.70954773869346,-11.200000000000003,127.92611870864842
51.94773869346733,-11.200000000000003,127.05867571479207
53.1859296482412,-11.200000000000003,127.05867571479207
54.42412060301507,-11.200000000000003,126.19123272093574
55.66231155778894,-11.200000000000003,124.52707274929114
56.90050251256281,-11.200000000000003,123.7091711956522
58.138693467336665,-11.200000000000003,123.7091711956522
59.376884422110535,-11.200000000000003,122.89126964201326
60.615075376884406,-11.200000000000003,121.17756823015125
61.853266331658276,-11.200000000000003,121.17756823015125
63.091457286432146,-11.200000000000003,119.0134281958885
64.32964824120602,-11.200000000000003,118.10617394258038
65.56783919597989,-11.200000000000003,118.10617394258038
66.80603015075376,-11.200000000000003,117.23873094872404
68.04422110552763,-11.200000000000003,117.1820172199906
69.2824120603015,-11.200000000000003,117.1820172199906
70.52060301507537,-11.200000000000003,117.15366035562386
71.75879396984924,-11.200000000000003,117.15366035562386
72.9969849246231,-11.200000000000003,117.11627628780722
74.23517587939698,-11.200000000000003,116.6910060255199
75.47336683417085,-11.200000000000003,116.6162378898866
76.71155778894472,-11.200000000000003,116.6162378898866
77.94974874371859,-11.200000000000003,114.85688651937622
79.18793969849244,-11.200000000000003,113.93157785916826
80.42613065326631,-11.200000000000003,112.73053520793954
81.66432160804018,-11.200000000000003,112.73053520793954
82.90251256281405,-11.200000000000003,112.3052649456522
84.14070351758792,-11.200000000000003,112.3052649456522
85.3788944723618,-11.200000000000003,112.3052649456522
86.61708542713566,-11.200000000000003,111.91737875118149
87.85527638190953,-11.200000000000003,111.52949255671078
89.0934673366834,-11.200000000000003,110.75372016776939
90.33165829145727,-11.200000000000003,111.16527646502838
91.56984924623114,-11.200000000000003,111.16527646502838
92.80804020100501,-11.200000000000003,112.31290982396033
94.04623115577888,-11.200000000000003,112.31290982396033
95.28442211055275,-11.200000000000003,112.63743058837431
96.52261306532662,-11.200000000000003,112.63743058837431
97.76080402010048,-11.200000000000003,113.04898688563328
98.99899497487435,-11.200000000000003,113.37350765004729
100.23718592964822,-11.200000000000003,114.10958471172026
101.47537688442209,-11.200000000000003,114.63439936791117
102.71356783919596,-11.200000000000003,114.63439936791117
103.95175879396983,-11.200000000000003,114.63439936791117
105.1899497487437,-11.200000000000003,114.63439936791117
106.42814070351757,-11.200000000000003,116.008549444707
107.66633165829144,-11.200000000000003,116.008549444707
108.90452261306531,-11.200000000000003,116.24603467627598
110.14271356783918,-11.200000000000003,116.24603467627598
111.38090452261305,-11.200000000000003,116.74024692816636
112.61909547738692,-11.200000000000003,117.68172923558602
113.85728643216079,-11.200000000000003,117.59469370274105
115.09547738693466,-11.200000000000003,118.11950835893197
116.33366834170853,-11.200000000000003,118.61372061082231
117.5718592964824,-11.200000000000003,118.61372061082231
118.81005025125627,-11.200000000000003,118.52668507797732
120.04824120603014,-11.200000000000003,119.44381424267488
121.28643216080401,-11.200000000000003,119.44381424267488
122.52462311557788,-11.200000000000003,119.96862889886579
123.76281407035175,-11.200000000000003,119.71190187854442
125.00100502512562,-11.200000000000003,119.71190187854442
126.23919597989949,-11.200000000000003,119.71190187854442
127.47738693467333,-11.200000000000003,119.71190187854442
128.71557788944722,-11.200000000000003,119.71190187854442
129.9537688442211,-11.200000000000003,120.11820282963137
