v AA,v TC,I(max) d I(650)
0.6,0.7400000000000001,5.638138623483819
0.614070351758794,0.7400000000000001,5.638138623483819
0.6281407035175879,0.7400000000000001,5.638138623483819
0.6422110552763819,0.7400000000000001,5.638138623483819
0.6562814070351759,0.7400000000000001,5.638138623483819
0.6703517587939698,0.7400000000000001,5.638138623483819
0.6844221105527638,0.7400000000000001,5.638138623483819
0.6984924623115578,0.7400000000000001,5.638138623483819
0.7125628140703517,0.7400000000000001,5.638138623483819
0.7266331658291457,0.7400000000000001,5.638138623483819
0.7407035175879397,0.7400000000000001,5.638138623483819
0.7547738693467336,0.7400000000000001,5.638138623483819
0.7688442211055276,0.7400000000000001,5.638138623483819
0.7829145728643215,0.7400000000000001,5.638138623483819
0.7969849246231155,0.7400000000000001,5.638138623483819
0.8110552763819094,0.7400000000000001,5.638138623483819
0.8251256281407034,0.7400000000000001,5.638138623483819
0.8391959798994975,0.7400000000000001,5.638138623483819
0.8532663316582914,0.7400000000000001,5.638138623483819
0.8673366834170854,0.7400000000000001,5.638138623483819
0.8814070351758794,0.7400000000000001,5.638138623483819
0.8954773869346733,0.7400000000000001,5.638138623483819
0.9095477386934673,0.7400000000000001,5.638138623483819
0.9236180904522613,0.7400000000000001,5.638138623483819
0.9376884422110552,0.7400000000000001,5.638138623483819
0.9517587939698492,0.7400000000000001,5.638138623483819
0.9658291457286432,0.7400000000000001,5.638138623483819
0.9798994974874371,0.7400000000000001,5.638138623483819
0.9939698492462311,0.7400000000000001,5.638138623483819
1.0080402010050251,0.7400000000000001,5.707154259648343
1.022110552763819,0.7400000000000001,5.71193009379756
1.0361809045226131,0.7400000000000001,5.71193009379756
1.050251256281407,0.7400000000000001,5.71193009379756
1.064321608040201,0.7400000000000001,5.70977552280365
1.0783919597989948,0.7400000000000001,5.70977552280365
1.092462311557789,0.7400000000000001,5.70977552280365
1.1065326633165828,0.7400000000000001,5.70977552280365
1.120603015075377,0.7400000000000001,5.718860498940687
1.1346733668341709,0.7400000000000001,5.73703045121476
1.1487437185929648,0.7400000000000001,5.755200403488833
1.1628140703517587,0.7400000000000001,5.755200403488833
1.1768844221105526,0.7400000000000001,5.755200403488833
1.1909547738693467,0.7400000000000001,5.773370355762906
1.2050251256281408,0.7400000000000001,5.773370355762906
1.2190954773869347,0.7400000000000001,5.770938503885807
1.2331658291457286,0.7400000000000001,5.855270749387278
1.2472361809045225,0.7400000000000001,5.855270749387278
1.2613065326633164,0.7400000000000001,5.9083794476935
1.2753768844221105,0.7400000000000001,5.9083794476935
1.2894472361809044,0.7400000000000001,5.961488145999722
1.3035175879396985,0.7400000000000001,6.180829483431788
1.3175879396984924,0.7400000000000001,6.180829483431788
1.3316582914572863,0.7400000000000001,6.306852137451807
1.3457286432160802,0.7400000000000001,6.475516628454751
1.3597989949748743,0.7400000000000001,6.717095075171491
1.3738693467336682,0.7400000000000001,6.717095075171491
1.3879396984924623,0.7400000000000001,6.717095075171491
1.4020100502512562,0.7400000000000001,6.717095075171491
1.4160804020100501,0.7400000000000001,6.717095075171491
1.430150753768844,0.7400000000000001,6.681734232153201
1.444221105527638,0.7400000000000001,6.636660543293179
1.458291457286432,0.7400000000000001,6.5915868544331575
1.4723618090452262,0.7400000000000001,6.5915868544331575
1.48643216080402,0.7400000000000001,6.497916212847407
1.500502512562814,0.7400000000000001,6.47640551149389
1.5145728643216079,0.7400000000000001,6.47640551149389
1.5286432160804018,0.7400000000000001,6.466692665652158
1.5427135678391959,0.7400000000000001,6.435469118456908
1.55678391959799,0.7400000000000001,6.404245571261659
1.570854271356784,0.7400000000000001,6.341798476871159
1.5849246231155778,0.7400000000000001,6.332085631029427
1.5989949748743717,0.7400000000000001,6.300862083834177
1.6130653266331656,0.7400000000000001,6.335608894895131
1.6271356783919595,0.7400000000000001,6.387729111486562
1.6412060301507538,0.7400000000000001,6.439849328077993
1.6552763819095477,0.7400000000000001,6.526716355730377
1.6693467336683416,0.7400000000000001,6.596209977852285
1.6834170854271355,0.7400000000000001,6.622559916097939
1.6974874371859294,0.7400000000000001,6.683656665404546
1.7115577889447233,0.7400000000000001,6.675259792589243
1.7256281407035177,0.7400000000000001,6.658466046958639
