true weight75,predicted weight75
35.58600000000001,35.86607499999997
36.61099999999999,35.55054999999998
38.64999999999998,36.089600000000004
39.69399999999996,36.150274999999965
34.90499999999997,39.08357500000001
34.91500000000008,37.786075
36.27199999999993,34.32385000000001
34.20999999999992,40.174374999999976
36.59000000000003,37.12584999999993
35.92499999999995,39.40002500000004
34.21299999999997,36.40964999999998
34.89599999999996,38.98767500000002
39.63300000000004,36.992450000000005
38.32399999999996,35.37542499999998
35.58199999999999,35.389775
36.24700000000007,39.13929999999999
35.596,36.949275000000014
39.04700000000003,36.793199999999985
36.298,34.19825000000003
40.68100000000004,36.578124999999986
45.15999999999997,38.22604999999996
41.41099999999994,36.98635
39.99700000000007,36.09662499999995
39.64400000000001,37.776624999999974
39.98099999999999,36.58120000000003
40.00300000000004,37.93595000000005
44.11099999999999,37.462749999999986
43.44499999999994,42.38702499999997
37.91800000000001,39.89672500000004
40.37300000000005,35.79164999999996
34.18599999999992,37.270799999999994
34.5569999999999,36.10445000000001
34.54300000000001,34.71924999999998
35.58199999999999,37.011025
33.51800000000003,35.13154999999998
32.50099999999998,36.67529999999996
35.904,39.20337499999995
35.89499999999998,36.66227500000001
35.59100000000001,35.124474999999975
38.66100000000006,37.68467500000001
35.56200000000001,35.15967499999998
35.904,35.08762500000002
37.62799999999993,37.608625
33.53200000000004,36.047599999999996
32.83199999999999,34.73977500000003
38.31900000000007,36.627099999999984
37.28599999999994,36.53547500000002
37.26499999999999,36.55439999999995
36.24299999999994,38.118424999999995
33.82900000000006,35.703024999999975
33.85699999999997,36.766749999999995
34.87199999999996,38.28874999999998
35.20400000000006,35.20932500000001
34.51900000000001,35.197025000000004
35.22400000000005,35.988624999999956
34.89599999999996,34.90335
36.94299999999998,35.819924999999955
35.22400000000005,35.07169999999998
