true height75,predicted height75
0.1676486035740444,0.160709399648398
0.1383740033885373,0.1523261212167109
0.1707410907521676,0.19971398362673784
0.1586829773713322,0.19193118611339782
0.1597900894313228,0.13284947691085575
0.1480553186413521,0.14549291583320823
0.1515510135134385,0.1603551663113105
0.1574916787731011,0.1254397591873562
0.1806109621697084,0.18279448006411586
0.1815904552308299,0.15533130427627462
0.1397946179229224,0.14528099888267426
0.1674159466440872,0.13430927920872274
0.1292037245909401,0.14842294293778574
0.1371961742587871,0.1528027945043408
0.1707196821081798,0.15009404226425152
0.1482547110804106,0.14724373360601684
0.1481380430046787,0.13768740104037863
0.1526109187213633,0.15355686965896456
0.1445208509517624,0.160351644962177
0.1339825287133311,0.15835458785229087
0.1052063462159945,0.13755545127035562
0.1526466036287141,0.18823665933911024
0.1133847599695525,0.16229009598935468
0.1160467486530306,0.14385595304305426
0.1142947410574903,0.14066766531357772
0.1308858967215917,0.15346706482751285
0.1137172985227202,0.12599140100118916
0.1117861293987219,0.12405445030852262
0.1323089704981419,0.1208787202696368
0.1510448711931275,0.18088159975989093
0.1472616116415988,0.15227684202165895
0.184395636513514,0.180806374336645
0.166810931605026,0.1804443960533785
0.1928211081985793,0.1674806270276819
0.1582172595457514,0.13688454526111676
0.1672878784803761,0.1292220397037559
0.1799302444556446,0.16971244327799
0.1353897552456584,0.13765452670710382
0.1394754056058787,0.1345575185941385
0.1338820125377533,0.12556437515143926
0.1440577371841449,0.16135194794983243
0.141411604381341,0.14495585807826505
0.1428328203612401,0.13582684833257755
0.1463243005881733,0.14179803498836355
0.1672602091857497,0.13398513021354813
0.21632651179319,0.20966449058491426
0.191800566695661,0.1788743960671175
0.2098805139531951,0.21294036077024123
0.2027819077013956,0.1887119307531025
0.1896226781619343,0.17515098669376444
0.1845320489031904,0.17216027532705264
0.2065938631636659,0.17314340595814598
0.188142414070973,0.17915723251550011
0.1841278485004253,0.18774688832110506
0.1916418652184766,0.18199825864723157
0.1747881247965524,0.16666811233478163
0.2131592621903287,0.2107505148285984
0.1869296659096521,0.1869047155464786
