true coef A,predicted coef A
-4.048910155889081e-05,-4.833453119605691e-05
-4.305389878363679e-05,-4.6218218885675796e-05
-4.885072895304473e-05,-4.181048393848037e-05
-4.215145838482742e-05,-5.247518756834806e-05
-4.729313727021435e-05,-4.307557153511095e-05
-3.461656239086653e-05,-3.991791611920486e-05
-3.751957685982554e-05,-3.584732451983716e-05
-5.515413524052879e-05,-4.5178743722181794e-05
-4.246179636389655e-05,-4.533399848036136e-05
-4.93092176072126e-05,-4.677540728888556e-05
-4.923177274279279e-05,-4.336677231448712e-05
-3.4496177627926e-05,-4.748720748372238e-05
-3.001422554430316e-05,-3.751957685982551e-05
-4.247059107566626e-05,-5.558772459827206e-05
-4.460044331986998e-05,-4.3259789086988385e-05
-5.10577053101983e-05,-4.846265650489528e-05
-6.083705027244997e-05,-4.98952243307342e-05
-4.870273452490883e-05,-5.2289183643179074e-05
-4.874480130813061e-05,-4.9305454774258124e-05
-5.084578486144437e-05,-4.709369722296389e-05
-4.386040098372325e-05,-4.2058099898269015e-05
-5.62800622096808e-05,-5.8808882979785585e-05
-4.450792516708782e-05,-5.051307273032504e-05
-5.767643857190352e-05,-5.4606736041629554e-05
-4.892214672838165e-05,-4.9913127867876275e-05
-5.299171652914786e-05,-5.607810525576751e-05
-5.275848990686957e-05,-5.4041188612738485e-05
-5.161399202704211e-05,-4.613625904026486e-05
