true height,predicted height
37.98199999999997,36.54957499999999
49.19399999999996,42.91159999999998
41.73599999999999,37.58699999999999
42.03099999999995,45.42064999999994
37.56000000000006,40.73487499999999
39.64400000000001,39.74187499999998
39.98599999999999,39.345099999999995
37.58699999999999,41.73599999999995
37.60199999999998,38.48443749999997
42.35000000000002,44.92600000000001
36.94299999999998,39.794300000000064
39.66099999999994,36.97400000000009
41.35299999999995,42.702700000000014
47.12400000000002,41.47844999999999
45.73500000000001,47.009
34.89100000000008,38.92517499999995
36.25199999999995,39.99964999999996
50.48500000000001,41.738874999999936
41.03499999999997,40.40981249999997
36.97400000000005,39.179274999999926
41.07999999999993,42.939200000000014
40.73199999999997,39.224824999999996
41.42200000000003,43.51049999999996
40.73699999999997,37.427075000000016
41.77100000000007,42.558574999999976
36.27199999999993,38.64152500000002
40.03699999999992,35.950274999999976
40.07000000000005,36.70267499999998
41.41099999999994,44.06534999999997
40.65800000000002,42.95149999999999
32.87199999999996,40.921275
37.58100000000002,37.65965000000004
49.47199999999998,42.72524999999996
44.78700000000003,39.60316249999997
