true I(max),predicted I(max)
0.1533518110929726,0.17050285699197354
0.1262279520643319,0.17335424647042516
0.1305467768048452,0.14446986967212125
0.1281524476729305,0.13909212752351124
0.1467739725293752,0.14761625939250173
0.1278690134822897,0.12793468361048882
0.1247774105427899,0.13204427226096033
0.1476374782421774,0.13520594509015668
0.1673549456067156,0.17081736612910445
0.1493678537679528,0.14667154883564984
0.1551057044087813,0.16479738104689517
0.1408237543294718,0.16638680116818533
0.1185668909401154,0.133598914275297
0.1699472281569415,0.207549610277243
0.1845988336123466,0.16473221876421862
0.1991440368922492,0.17905287939856945
0.148032002593155,0.15446476873790388
0.1541824229844803,0.15523054484098445
0.1476210969643505,0.14986877539723104
0.1562153915936028,0.1702952374362221
0.1541876967130173,0.15598480497947903
0.1552497812794266,0.1617379214028427
0.1598410200384666,0.15587464846288282
0.1577499780929103,0.1680063949308686
0.1584087017760504,0.1609310994998653
0.2009873632965769,0.1970203651969379
0.1785362783384742,0.18976335137341274
0.2096499760759295,0.20784556859771813
0.1701127870793195,0.15346621904702049
0.1794263980259843,0.15019975946233266
0.1796725996400625,0.15608033877308758
0.1988295294943661,0.18027711891332918
0.22276546351961,0.19004169264520324
0.2014395483819878,0.20825987714815017
0.196495336085485,0.20107788192880674
0.2066458577673262,0.20130464561916356
0.1877148071822762,0.17980827532845955
0.2301794208632827,0.23030294050579422
0.2007368281172766,0.20270447277052178
0.2344890448928223,0.2267385007753595
0.2073782062838123,0.20362032016689077
0.2256180036108331,0.22946820871792256
0.2177529243098235,0.2195408884003446
0.2018371638254278,0.19869065039417114
